"Frase", Sentimento
"Molhei  o  iPhone ... de novo ... na mesma pia ... E agora ou o volume do fone de ouvido n√£o sai da tela hahahahahttp: // twitpic.com/acpyop ","tristeza"
"Meeeerda molhei  o  iphone kkk","tristeza"
"Digitei td errado e ainda molhei  o  iphone todo kkkkkkk foda","tristeza"
"Eu tenho  o  iPhone : @","tristeza"
"Meu Deus foi banhar ouvindo musica molhei  o  # iphone e agora so ssi som de um lado.","tristeza"
"Vei toma no cu molhei  o  iphone e estrago o lado da tela ke sai do tt","tristeza"
"Quase molhei  o  # iphone nesta foto, mas td bem rsrsrs # igerbrasil  # ubatuba  # lagoinha  # praia  # ige   @ Praia Lagoinhahttp: // instagr.am/p/n9-L0/ ","tristeza"
"Comer com o telefone na m√£o √© um perigo. Quase molhei  o  iPhone no caf√© e digite bolacha","tristeza"
"J√° no banho !!! Ui molhei  o  iPhone !!! # Brinks","tristeza"
"aee molhei  o  iphone todo, ESSA porra nao Quer Ligar","tristeza"
"sai do banho, molhei  o  iphone e escorreeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeddsasd","tristeza"
"Al√©m do rasgado, minha jaqueta quebrada ou z√≠per. Cal√ßa fudida e jaqueta aberta. Quase molhei  o  iPhone de novo e cheguei a aula, tinha prova.","tristeza"
"Molhei  o  iPhone ontem e agora o bot√£o do quadrado n√£o funfa direito # anta","tristeza"
"N√£o pago nada. RT @ t_jaraujo Acho Que Existe Uma aplicativo QUALQU√âR Que o seca ... RT @ pf_75: Molhei  o  IPhone","tristeza"
"@ CidadeMarketing Desejo sorte neste sorteio tbm para o livro 'Empresa 2.0';) at√© curtir  o  iPhone depois de sair do banho e ver uma promo√ß√£o","tristeza"
"Kct fui digitar esse tweet e molhei  o  iphone  # fail huahah","tristeza"
"sai do banho, meu pai me ligo no meio do banho, ai eu molhei todo o  iphone '-'","tristeza"
"bom e que o  iphone tem um marcador de agua dai posso saber se eu molhei ele ou nao","tristeza"
"@ roleplay Eu tamb√©m recomendo o  iPhone (quero comprar o 4), apesar dos dois que eu j√° estou com defeito ( molhei um e o outro deu pau no SO).","tristeza"
"QUASE MOLHEI  O MEU IPHONE , MAS NA NADA PORQUE TENHO MAIS 30 DESSE!","tristeza"
"Como esse lixo de tela do  iPhone 7 Plus √© 'resistente √† √°gua' pode ser danificado ou danificado no bolso das bermudas Lixo da porra","tristeza"
"Molhei  a  porra  do  iPhone","tristeza"
"molhei  o  iphone mas ele volto a funcionar üôàüôäcomo gurias molharam hj na  piscina","tristeza"
"eu n√£o sei mas eu amo meu  iphone  molhado por ela","tristeza"
"Na moral, eu tenho que agradecer muito pelo meu  iPhone ter molhado todo e ter sobrevivido. S√≥ o toque est√° ruim e n√£o consigo desbloquear com o dedo, mas isso √© menos","tristeza"
"deus √© a c√¢mera do meu  iphone  molhado nem tanto","tristeza"
"cheiro de cigarro, uma cal√ßa suja de barro, meu  iphone  molhado de u√≠sque, 2 piranhas cmg no carro, quem anda sozinho √© carteiro!ü§∑üèª‚Äç‚ôÇÔ∏èüòú","tristeza"
"Vai que vai dar certo !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! iPhone Molhado preciso do meu celllllll","tristeza"
"Se VOC√äS vissem Como fiquei QUANDO vi o meu  iPhone TODO Molhado e Cheio de areia","tristeza"
"MEU  IPHONE  MOLHADO NGM SAI","tristeza"
"@ sumemovini to sem celular amore, meu  iphone ficou molhado numa festa ai e ai to esperando chegar outra semana .. Triste vida rs","tristeza"
"Queria comentar sobre B√°rbara que agora n√£o era hora de me fazer chorar, meu  iPhone ta molhado '-'","tristeza"
"Twitando com o meu  iphone todo molhado","tristeza"
"quase um minuto quando vi meu  iphone  molhado","tristeza"
"Encontrei meu  IPhone  molhado","tristeza"
"Meu  iphone apareceu molhado dps desse carnaval e vcs n√£o tem no√ß√£o do meu desespero, NAO TENHO PACIENCIA P ESPERAR ELE SECAR NESSE ARROZ","tristeza"
"@ peedrofarinha kkkk na vdd eu quero meus cinquent√µes pra pagar meu  iphone  molhado kkk, nem qro ou rel√≥gio, vlw, quanto q ta no iphone 5 a√≠?","tristeza"
"Peguei uma chuva maior at√© chegar no carro. Meu cabelo ja era. Minha roupa est√° encharcada e quase meu  iphone ficou molhado . Mas o salvei.üò≥","tristeza"
"Uma √∫nica seq√ºela do meu  iPhone  molhado ficou na tela manchada. Amigos, onde arrumou uma chave Pentalobe e 1kg de s√≠lica em Bel√©m?","tristeza"
"√â t√£o baleia nesse twitter que at√© meu  iphone ficou molhado !","tristeza"
"SE AINDA estou nervosa Pelo meu  IPhone ter Molhado e estragado? Com certezaaaaa","tristeza"
"Meu  iPhone t√° Molhado mas √© Isso UE Muito bem de boa","tristeza"
"meu  iPhone est√° molhado üò©","tristeza"
"No momento o meu  iphone est√° molhado pq eu chorei","tristeza"
"Hoje n√£o √© nada e meu √∫nico tweet √©: MEU  IPHONE FOI MOLHADO . DESCANSE EM PAZ","tristeza"
"Vai tomar no cu, ate meu  iphone ta molhado ja","tristeza"
"Agora ou Lincoln falou em sonhos, eu lembrei de que meu  iPhone era molhado :( E tipo, tava acontecendo tudo de errado.","tristeza"
"Meu  iphone foi molhado ser√° que dar banho qu√≠mico ele volta a funcionar?","tristeza"
"E meu  iPhone todo molhado me acompanha essa onda de mulher.","tristeza"
"Comecou a chover e meu  iphone ta molhado e eu n√£o tenho nem um lar para proteger -lo.","tristeza"
"Cara eu estou pingando, meu  iPhone tooooodo Molhado","tristeza"
"V√≥ to estourado e meu  iPhone ta molhado , lindoshttp: // instagr.am/p/T9bXBGMH2y/ ","tristeza"
"Agora entendi o pq meu  iphone esta molhado ... √â uma choradeira de palmeirense no twitter. Calma vcs caem mas voltam. Boa s√©rie B para vcs.","tristeza"
"Esta carregando meu  iPhone ta molhado mas eu preciso de sinal kkkkk","tristeza"
"@ michelgeek Sonho selecionado com meu  iPhone sendo destru√≠do, molhado ou roubado! Acho que √© um dos meus maiores medos! Hahaha ...: P","tristeza"
"@baabylima_LA @ lali_cris  meu  iPhone chega molhado demais nessa hahahaha","tristeza"
"Probleminhas com meu  iphone :( Hj foi molhado e nao esta funcionando o botao q bloqueia / liga / desliga ... To putz !!!","tristeza"
"Ta Chovendo, e meu  iPhone ta Molhado : ((","tristeza"
"O @ oguilerme ta com o maior CC de todos os tempos !!!!!!!!!!!!! e esfregou meu  iPhone no sovaco molhado fedorento dele e agora ta alimentando tb!","tristeza"
"Eu e meu  iPhone todo molhado","tristeza"
"cheguei do jogo agora meu  iphone ficou todo molhado no tricolor","tristeza"
"N√£o eh que peguei meu  iPhone todo molhado por causa de uma goteira .... Ainda bem que minha case eh boa.","tristeza"
"Depois desta foto o meu  iphone ficou todo molhado rs http://instagr.am/p/G3Wgo/","tristeza"
"@ BlogdoNoblat bem vindo seja Felipe! A restaura√ß√£o da vida √© uma coisa tocante. Meu  Iphone est√° todo molhado por um pouco de felicidade","tristeza"
"Correr 6 km no parque das dunas em dia de chuva n√£o tem pre√ßo. Meu  iphone todo molhado , tem.","tristeza"
"Foto tirada na Queda d'√°gua com iPhone ... foi O Primeiro Brinquedo Que fomos, meu  iPhone ficou Molhado pifou ... http://twitpic.com/1ks48w","tristeza"
"+ limpei o pc, e o ch√£o vi que meu  iphone tava todo molhado","tristeza"
"@ Urubrum ou meu  iPhone tava tocando (pai ligando), ao tirar o bolso escorregou, caiu numa po√ßa ... eu peguei ele todo molhado e atendi na boa","tristeza"
"restaurando meu  iphone , acho que vou poder durmir, acordar e ainda n√£o terminar. essa chuva deve ter molhado a lenha do meu pc, s√≥ pode! HAHAH","tristeza"
"Perdi meu  iphone :( molhou todo ahh :(","tristeza"
"Tomo chuva para cacete, meu celular molhou todinho ... e o medo de estragar e precisar comprar um iphone 11?","tristeza"
"caralho os iglus voaram tudo, maior tempo do caralho kkkk meu  iphone  molhou todo, sorte qn foi pro caralho","tristeza"
"meu  iphone  molhou : (((((","tristeza"
"meu  iphone  molhou e quase todas as assist√™ncia t√©cnicas mencionadas que n√£o tinham conserto","tristeza"
"karai do meu  iphone  molhou e n√£o quer ligar","tristeza"
"Meu  iphone  molhou , agora metade da tela t√° toda emba√ßada, piscandoüò†üò£","tristeza"
"Meu  Iphone  molhou ontem no parque e agora t√° com aquela morte de tela vermelha :( Algu√©m sabe se tem alguma coisa pra fazer?","tristeza"
"igual o meu haha .... Meu  iPhone  molhou ai estragou e n√£o teve conserto rs","tristeza"
"Meu  iphone  molhou caralho para boladao perder grave q issoooo","tristeza"
"meu  iPhone  molhou hoje porque o copo vazou e o som ta abafado ..... ou botao tambem nao funciona alguem fazendo o favor ajuda ???? AJUDA LUCIANO","tristeza"
"Meu  IPhone  molhou , to usando um celular horr√≠vel","tristeza"
"meu  Iphone  molhou la, to desesperado ai meu deus","tristeza"
"Estou em desespero! pq meu  iphone  molhou e n√£o quer ligaaaaaar","tristeza"
"Meu  iPhone  molhou e pifou com 2 dias de uso, para üëÄaqueles gordos, sorte que tenho seguroüòéüòÇüòÇ","tristeza"
"@ 1D_Zueiros owwn <33 tb tava kk dia 9 agr vou pra praia e vou tentar entrar pra falar ctg, meu  iPhone  molhou -.- 'vou ter q ver","tristeza"
"Meu  iPhone  molhou uma calcinha com este clipehttp: // www. youtube.com/watch?v=L_fCqg 92qks & feature = youtu.be  ‚Ä¶","tristeza"
"Coluna Mundo Apple - Meu  iPhone est√°  aqui ! E agora?http: // www. aredacao.com.br/colunas/36616/ solon-lago-jr / meu-iphone-molhou-e-agora  ‚Ä¶","tristeza"
"O meu  iphone  molhou , que identifica√ß√£o ID apple e me cobraram 4 Mil para trocar o aparelho !!","tristeza"
"Altas r√©, meu  iphone  molhou mano","tristeza"
"Eu to tpm dai to chorando pq meu  iphone  molhou e agora to sem celular, ai tudo isso do luan, to chorando bastantw","tristeza"
"Meu  iPhone  mudou , desligou e n√£o ligou mais, comprei a segunda m√£o e n√£o tenho uma nota fiscal! Como fazer para resolver? # ma√ß√£  # iphone ","tristeza"
"Vei, a NEM Acreditando Que meu  iphone  molhou e estragou. Vou chorar","tristeza"
"Meu  iPhone  mostra tudo , felizmente, que resiste √† √°gua","tristeza"
"aconteceu algo muito triste, meu  iphone  molhou e n√£o quer mais pegar.","tristeza"
"nossa ou o alto-falante do meu  iPhone  molhou acho q foi na hora em que o thras de derrabou bebida nele aaaaaaaaaaaaaa","tristeza"
"Sim meu  IPhone  molhou e a tela morreuüò™üò™üò™üò™üò≠","tristeza"
"Mano meu  iPhone  molhou por dentro de mim vou trocar por 3 vezes","tristeza"
"me fodi, meu  iphone  molhou e o √°udio ta abafado = /","tristeza"
"1 Meu  Iphone  molhou , ou seja, estou sem celular.","tristeza"
"Mais ou mais foda e meu  IPhone  molhou , voc√™ est√° pegando mais uma mancha horr√≠vel na telaüòîüòîüòîüòîüòî","tristeza"
"@BBBoladu kkkkkkkkkkkkkkkkk MEU DEUS kkkkkkkkkkkkk nem me fala de bebedeira pq sexta meu  iphone  molhou comeu agr coragem de ligar","tristeza"
" Meu  iPhone  mudou , e agora, o que fazer? O primeiro passo √© desligar o aparelho se ele ainda estiver ligado. HUEEEEEEE","tristeza"
"A se o pablo soubesse que meu  iphone  molhou uahsuahs","tristeza"
"Tomei chuva e meu  iPhone  tamb√©m . Meu cora√ß√£o t√° partido em mil peda√ßosüíî","tristeza"
"Tomei banho de banheira e meu  iphone  molhou e n√£o estragou ... Cara amo meu  iphone !!!!!","tristeza"
"galera meu  iphone  molhou , e teve que ficar internado na assist√™ncia t√©cnica ... muito preocupado ou em estado de grave e ele permanece em coma","tristeza"
"Meu Mac molhou , meu  iPhone  molhou , meus trabalhos ...","tristeza"
"@ andressax_  meu  iphone  molhou e est√° na assist√™ncia, use o antigo .. nokia n8. uma bomba, mas j√° voltou a viver. hahahahah","tristeza"
"tenho p√©ssimas not√≠cias RT: @ marcellabirtche : @ hugomaesta  Meu  iphone  mudou e agora est√° desligado, mas apenas o flash desativado.","tristeza"
"Que delicia! Meu  iPhone  mudou e agora meu fone zuou! S√≥ consigo ligar usando o fone de ouvido! Kkkkk pqp","tristeza"
"meu  iphone  molhou de novo, mesma coisa, sem funcionar, beleza","tristeza"
"@ filipebd foi foda, mas eu tava cansada√ßo, 2 horas e meia quebrou mais ainda. E meu  iPhone  molhou , voc√™ est√° desligado at√© agora","tristeza"
"Tomando banho se parar de usar meu  iphone  molhou flw","tristeza"
"@ peter_xp passa depois comigo pra gente ver juntos, meu  iphone  molhou , to bem chateou","tristeza"
"Meu  iphone  molhou ontem na CHUVA kkkkkkkkkkkkkkkkkkkkkkkkkkkk, agora sim estouu Perfecto xD","tristeza"
"Voc√™ fez chuva e meu  iPhone  molhou ... Respira√ß√£o boca a boca kkk","tristeza"
"eaeeeeeeeeeeeeee, meu  iphone  molhou , olha que dms!","tristeza"
"Meu  iPhone  est√° dentro de mochila e n√£o liga mais ... Quero morrer.","tristeza"
"Meu  iphone  molhou com sabonete l√≠quido, uma tecla do menu n√£o funciona. Algum ajuda ai? Onde posso mandar arrumar? N consigo viver sem ele .. = (","tristeza"
"Meu  iPhone  mudou ontem e morreu. Deixe-o num pote de arroz e hoje manha ele ressuscitou. Um caso de ci√™ncias de baixa tecnologia.","tristeza"
"Aconteceu algo comigo que voc√™ provavelmente encontrou justo: o meu  iPhone  molhou uma chuva na floresta e foi pro saco.","tristeza"
"@ pripoka23 ontem eu sonhei que fui pra sp de carro com um amigo e na viagem uma ponte caiu no fundo do po√ßo e meu  iphone  molhou :(","tristeza"
"Acabei de ver que n√£o entro no twitter desde o meu  iPhone  molhou . Hah, porque ser√° .. Bem, ele j√° voltou a funcionar faz um tempo; D","tristeza"
"meu  iphone  molhou nessa chuva do krl. aparentemente ta ok, btw, para evitar problemas, ele ta dentro dum pote com arroz.","tristeza"
"Geente meu  iphone  molhou e nao funciona mais !!!! Que depr√™√™√™ !!!","tristeza"
"Segure minhas coisas e continue correndo at√© o meu pr√©dio igual ao maluco. Cheguei encharcado, meu  iPhone  molhou . E ainda terminei de ouvir m√∫sica.","tristeza"
"resultado da chuva de ontem: meu  iphone  molhou , entrou √°gua nele, n√©. ent√£o eu vou ter que levar para assist√™ncia. mas tipo, n√£o consigo +","tristeza"
"@ MatheusMonteiro + amigas, dai eu n√£o vi minha mochila tava aberta e molhou  meu  Iphone . Ai ele morreu.","tristeza"
"E pra somar: Meu  iphone  molhou e apagou! To mto triste hoje cara! Vou correr no fastshop tentar trocar trocar DENOVO ele ... Aff","tristeza"
"@ beh_fernandes   aa eu tava sem celular ontem meu  iphone  molhou √ß.√ß e coloquei o chip no da @gikavipzona","tristeza"
"na virada do ano eu tava no show do Leonardo, e na chuva ou no meu  iPhone  molhou e deu pau","tristeza"
"ontem meu  iPhone foi pro saco, molhou na chuva # odio","tristeza"
"Passou um aviao fdp e tacou aguq em geral aqui na praia .-. Molhou  meu  iphone","tristeza"
"@atulonet Meu  iphone pegou chuva, molhou e n√£o liga mais, tem alguma dica?","tristeza"
"Resumindo: pegue uma chuva LASCADA quando sair do metr√¥ at√© chegar em casa. Inacreditavelmente meu  iPhone foi uma √∫nica coisa que n√£o foi molhou .","tristeza"
"Ata se eu molhar  meu  iPhone 6s √© capaz de explodir, ent√£o espec√≠ficos para iPhones a√≠ linda","tristeza"
"Esqueci o meu celular antigo ( iPhone 4) na √°gua da minha piscina por 1 hora e 30 minutos, ele fica inteiro e funciona normalmente, mas n√£o tenho coragem de molhar  meu  iPhone 8, cai uma gota e j√° estou seco ksbrosnwidsjwbejai","tristeza"
"Tenho uma vontade de molhar  meu  iPhone XR. Mas e o medo kkkk","tristeza"
"a√≠ mdsss sou bob√£o vou pra boate molhar  meu  iphone ksksks","tristeza"
"Voc√™s no rolam: amigos 17 Eu no rol: CARALHO ESSA CHUVA VAI MOLHAR  MEU  IPHONE , TA NA SEGUNDA PARCELA VIADO, CUIDA PARA MIM NA HUMILDADE","tristeza"
"eu tive a aud√°cia de molhar  meu  iphone a bateria tava encharcada n teve jeito","tristeza"
"To doida pra molhar  meu  iPhone , mas n√£o tenho coragem kk","tristeza"
"Minha m√£e tinha que molhar  meu  iPhone n√© cara.","tristeza"
"Fiz um projeto de derrubar areia e molhar  meu  iPhone , agora ele est√° no local.","tristeza"
"Minha m√£e deu Conta de molhar  meu  IPhone","tristeza"
"Hoje foi um s√°bado muito triste para mim ... consegui um modelo de molhar  meu  iPhone .","tristeza"
"Tive a capacidade de molhar  meu  iphone e ele estragou","tristeza"
"chegou a molhar  meu  iphone 6 credooo se estragasse eu matava","tristeza"
"s√≥ eu mesmo molhar  meu  iPhone , s√©rio, n√£o poderia ser outra pessoa ...","tristeza"
"Acabei de molhar  meu  IPhone üëèüëèüëè eu sou Dms","tristeza"
"fui molhar como plantas e derrubei meu  iPhone pela janela do terceiro andar, sou ou n√£o sou um retardado?","tristeza"
"mano minha m„e acabou de ver meu celular e descobriu que eu quebrei ele, aÌ falou de me dar um iphone EU ME RECUSO A TER IPHONE MANO ME RECUSO","tristeza"
"Mano meu IPhone e a prova díagua e eu nem sabia kkk SÛ fui saber depois que quebrei a tela kkkkkkkkkkkkkkk porra","tristeza"
"2- j· quebrei um celular de propÛsito sÛ pro meu pai me dar um iPhone e acabei ficando 9 meses sem celular algum burra demais","tristeza"
"- Tirei 9 na prova - Ah, eu tirei 10 - Eu ralei meu braÁo todo - Eu j· quebrei o braÁo - Eu ganhei um iPhone 7 - Eu j· tenho o iPhone 8 N√O SEJA ESSA PESSOA!!!","tristeza"
"A gay poderia postar ìgente quebrei meu celular mas to com outroî mas n ela prefere falar ìgente meu iPhone 8 Plus mega blaster quebrou mas eu agr to com esse aqui 7 plus de raio laserî","tristeza"
"Minha madrasta e a revolta dela com o IPhone kkkkkkkkkkkk ìQuebrei!!î","tristeza"
"Quebrei um iPhone pro meu papaizinho me comprar outro, sou muito foda","tristeza"
"AlguÈm me emprestar carregador de iphone, quebrei o meu jkkkk","tristeza"
"Quebrei pela milÈsima vez a tela do meu iphone vsf","tristeza"
"Eu que Luto viu Quebrei meu iphone nessas horas queria que fosse outra marcar de celular mais em conta pqp Que saco q ta minha segunda","tristeza"
"Aff n creio q eu quebrei mais um iPhone, aÌ n„o","tristeza"
"Final de semana, quebrei a tela do iPhone X e aluguei casa em Floripa pro carnaval bebaÁo","tristeza"
"na moral? quebrei meu iphone em mil pedaÁos tomar no cu de telefone filho da puta","tristeza"
"Caralho bati de moto e quebrei meu iPhone","tristeza"
"Meu pai me deu um iPhone, o telefone n„o durou nem trÍs dia e eu j· quebrei ele todo","tristeza"
"Quebrei meu celular e achei esse iPhone 4 em umas das gavetas pra usar enquanto isso, mas aÌ t· com essa merda bloqueada pra sempre, alguÈm sabe como resolve? Kkkkkkkkkkk pic.twitter.com/7WXUm3fIMv","tristeza"
"Quebrei o carregador do meu iPhone, t· osso","tristeza"
"Quebrei meu iPhone ontem, p„o mais uma facada logo no comeÁo do ano","tristeza"
"CACETAAAA, quebrei o IPhone do meu trabalho, a tela esmigalhou no ch„o. Que porcariaaaaaaaa, como È que vou arrumar isso?????? Gsus amado me ajuda!","tristeza"
"Afff mano quebrei meu telefone vsffffffffffffff nessas horas eu queria fesistor da vida virtual e abandonar o telefone porra n„o tem nem 2 meses que eu troquei a porra da tela - iPhone È uma gazela sensÌvel do caralho.","tristeza"
"minha famila acha que sou muito irrespons·vel para ter um iphone mas nunca quebrei o das minhas amigas","tristeza"
"Sentei de mal jeito encima do meu iPhone que est· sem pelÌcula, quebrei a tela","tristeza"
"Eu quebrei meu Iphone na parede que raiva j· vi que n„o È resistente","tristeza"
"Mano meu IPhone e a prova díagua e eu nem sabia kkk SÛ fui saber depois que quebrei a tela kkkkkkkkkkkkkkk porra","tristeza"
"Quebrei a tela do meu iphone so fui ver agora","tristeza"
"… eu que quebrei a tela do meu iPhone X hoje! Kkkkkk tnc!","tristeza"
"SÛ eu que tenho iphone e nunca quebrei o cabo ?","tristeza"
"sou uma fudida e ainda quebrei o fone sem fio do iPhone dele po KKKKKKKLKL pqp","tristeza"
"Puto q quebrei a pelÌcula do meu celular, voo longe meu iPhone","tristeza"
"Quebrei o cabo do carregador do iPhone pqp","tristeza"
"Quebrei um iPhone XR minha m„e t· full puta e eu full decepcionada cmg mesma","tristeza"
"Vagabundo quase chorou por causa que eu trinquei o iPhone tu boladao que quebrei o dente do meu irm„o","tristeza"
"Quebrei o iPhone","tristeza"
"Kkkkkkk lembro que eu quebrei o meu primeiro kkkkkkk Se Deus quiser no meu anivers·rio vai vim meu Note10+ ou IPhone 11 pra mim","tristeza"
"eu com iPhone, agora com hauwei ja to com uns meses de uso e n„o quebrei fico tipo ue ?????","tristeza"
"Peguei meu iPhone hoje e ja quebrei, eu tenho que me benzer.","tristeza"
"Quebrei meu iPhone com menos de dois meses de uso","tristeza"
"Dram·tica nunca KK, eu sinto chateada comigo mesmo, eu quebrei algo caro e realmente n„o queria, eu vou tentar ajudar a pagar a tela pra ver se eles concertam, e n„o È tipo: Oia que rika, dizendo que quebrou o iPhoneî, mas sim pq … caro e n„o o ser meu.","tristeza"
"aÌ vÈi quebrei meu carregador de iphone e n sei se compro original de nv ou tento falso","tristeza"
"Quebrei meu cllr passei um tempo sem e jurava que a mam„e n„o ia me da outro e do nada acordo com um iPhone do meu lado amo amo amo","tristeza"
"mano quebrei meu iphone no meio cheio de odio","tristeza"
"o curioso caso do fim de semana brabo que eu quebrei meu Ûculos e meu iphone","tristeza"
"minha mae fl que moto ela n me da nunca prq sou mlc e um iphone ela ja me deu e eu quebrei ent esqueÁe kkkkkkkkkk","tristeza"
"Nem acredito q quebrei a parte de tr·s do meu iPhone hj pqp","tristeza"
"e eu que quebrei a tela do meu iPhone dnv KKKKKKKKK","tristeza"
"Logo quebrei meu iphone e to usando um celular mo bosta, Tudo dando errado.... Quem puder mandar um oi no whatsApp pra salvar os contatos eu agradeÁo","tristeza"
"Acabei de trocar a tela do meu iPhone e j· quebrei de novo","tristeza"
"Mais uma vez quebrei meu iphone , ta foda","tristeza"
"tmnc quebrei a tela do iphone dnv VSFD","tristeza"
"Apois de um iPhone eu quis trocar com minha m„e ela tinha um lg e eu quis trocar pq era maior. Nem tinha c‚mera frontal aquela bomba. Quebrei em 3 meses.","tristeza"
"ParabÈns para a @Apple pelo tanque que È o iPhone 7 Plus. Desde que quebrei a m„o semana retrasada, meu celular j· caiu no ch„o de forma espetacular pelo menos 5 vezes. Eu n„o uso capa nem pelÌcula, e mesmo assim, nada amassado, rachado ou quebrado.","tristeza"
"ComeÁamo bem Quebrei o bot„o do iphone ja","tristeza"
"1 mÍs depois de arruma a tela do iPhone, j· quebrei de novooooo","tristeza"
"Quebrei o touch do meu iPhone","tristeza"
"Mano se eu n„o to com azar n„o sei oq e tomei um tombo quebrei a porra da tela do iPhone toda","tristeza"
"quebrei o carregador original do iPhone da minha prima minha cabeÁa atÈ doeu de tanto susto se foder irm„o","tristeza"
"Kkjkkkk foi essa dai que eu quebrei a pelÌcula do iphone, puta merda kkkkkkkkkkk","tristeza"
"Cara desde do dia que ganhei meu iphone e depois quebrei eu choro atÈ hj com isso","tristeza"
"O ano nem comeÁou e eu j· quebrei um carregador de iPhone caraÌ","tristeza"
"quebrei meu iPhone","tristeza"
"Quebrei a tela do meu iPhone, fui ver a tela original 650 reais, aÌ eu","tristeza"
"Cr dps que eu quebrei meu iPhone eu nunca mais chorei por mÌnimas coisas essas dor sim foi merecida cada l·grima que caiu","tristeza"
"quebrei meu xomi sem querer, minha mulher deixo iphone cmg jkkkkkk","tristeza"
"fala galerinha do YouTube, quebrei a thread sem querer, cliquem na do iPhone dps a do fundo roxo, e continuem com a divers„o, falou beijos","tristeza"
"quebrei o cabo do meu carregador mas pensandk bem pra um carregador de iphone durar 2 anos ta bom","tristeza"
"Vc tem iPhone??? tenho desde 2014 e NUNCA quebrei nenhum deles.","tristeza"
"Caralho nunca me identifiquei tanto e oq n„o quebrei, perdi na BR. Saudades iPhone 8 kkkk","tristeza"
"Quebrei o fone de ouvido... fone de iphone, detalhe! N„o tem nem 1 mÍs de uso.... eu tÙ chorando!","tristeza"
"quebrei a tela do iphone","tristeza"
".To com Ûdio? TO! Quebrei o bot„o do iPhone, agora vou ter que usar aquele atalho que eh pessimo!","tristeza"
"na hora que eu acabar de quebrar o iPhone da Marina igual eu quebrei um pedaÁo , ela vai falar que eu sou ruim","tristeza"
"Ah porra, iPhone, claro q È bom!!!! Achei q era android. To c meu iPhone 3 anos e 4 meses. T· comeÁando a ficar ruim agora mas sÛ pq quebrei a tela 6s 64gb mais de 60 apps tinha muita foto e vÌdeo","tristeza"
"Quebrei meu iPhone com uma semana de uso, To de cara!","tristeza"
"Meu domingo foi alterado kkk, quebrei dois copo AndrÈ jogou o iPhone na piscina, derrubei a Andressa que tinha acabado de lavar o cabelo, fui pra praÁa sÛ de coeca, coisa de louco!","tristeza"
"SÛ lembro q gastei isso na minha primeira pelÌcula do iPhone e na primeira semana super cuidadosa eu j· quebrei kkkk","tristeza"
"nao aceito que quebrei o meu iPhone por causa do meu irm„o","tristeza"
"Samsung de tecla perdi galaxy pocket quebrei nokia lumia 920 quebrei 3 vezes iphone 4s vendi iphone 5s quebrei 2 vezes iphone 5s dnv quebrei umas 3 vezes iphone 7 quebrei 3 vezes to com ele aguardando quantas vezes eu vou quebrar meu celular novo","tristeza"
"galaxy pocket quebrei um lg n lembro o modelo quebrei iphone 4 dei pro meu irm„o iphone 5c vendiÖ","tristeza"
"Celulares do Felipe que j· quebrei: ïIphone 5 quebrei 2 vezes ïMoto G7 quebrei hoje ïïïAguardando o prÛximoïïï Juro que todas as vezes foi sem querer!!!","tristeza"
"- tirei 9 na prova - ah, eu tirei 10 - eu ralei meu braÁo todo - eu j· quebrei o braÁo - eu ganhei um iPhone 7 - eu j· tenho o iPhone 8 N√O SEJA ESSA PESSOA!!!","tristeza"
"ñ Tirei 9 na prova ñ Eu tirei 10 ñ Eu ralei minha perna ñ Eu j· quebrei a perna ñ Eu ganhei um iPhone 6 ñ Eu j· tenho o iPhone 8 - Consegui comprar meu carro - Eu tenho 2 carros N√O SEJA ESSA PESSOA.","tristeza"
">EU QUEBREI< a porra do >IPHONE< do meu amigo mano eu trinquei a tela velho ces nao tao entendendo EU QUEBREI O IPHONE DO MEU AMIGO","tristeza"
"o fred acabou com a minha reputaÁ„o, eu n„o quebrei iphone gente kkkkkkkkkkkj","tristeza"
"Um lanterninha em formato de Ferrari q comprei na 25 de marÁo quebrei Blackberry caiu no vaso iPhone 4 vendi S3 quebrei Samsung j7 vendi iPhone 5s quebrei iPhone 6 entrei na piscina com ele","tristeza"
"galaxy pocket quebrei um lg n lembro o modelo quebrei iphone 4 dei pro meu irm„o iphone 5c vendiÖ","tristeza"
"galaxy pocket quebrei um lg n lembro o modelo quebrei iphone 4 dei pro meu irm„o iphone 5c vendi galaxy j5 quebrei galaxy j3 papai pegou iphone 5s dei pro meu irm„o iphone se vendi to c iphone 8","tristeza"
"Galaxy y, quebrei e troquei Galaxy pocket plus vendi porque tava travando muito IPhone 4s, quebrado Galaxy s5, assaltoÖ","tristeza"
"Ontem eu Quebrei um iPhone e perguntei pro menino se eu podia pagar ele respondeu pode sim, me beijando eu fui e beijei ele","tristeza"
"- Tirei 9 na prova - Ah, eu tirei 10 - Eu cai e ralei meu braÁo todo - Eu j· cai tb, e quebrei meu braÁo - Eu comprei um iPhone XS - Eu comprei o iPhone 11 POR FAVOR, N√O SEJA ESSE TIPO DE PESSOA!!!","tristeza"
"quebrei meu celular, peguei um iphone q n„o È meu, enquanto n„o arrumo o meu, quebrei o iphone em uma semana de uso kkkk, agora mandei arrumar o meu e tenho q mandar o iphone tbm .. obrigada deus sei que tu me sondas e me quer fora das redes sociais","tristeza"
